user_id,source,category1,category2
6aff7a1677,context,Бытовая техника,не определена
e43ad75353,email,Продукты,не определена
88afad2ad9,other,Продукты,не определена
0fa7c5b19c,other,Товары для животных,не определена
bed9ab14bd,other,Товары для животных,не определена
b30f6a38da,other,Электроника,не определена
74b06f9902,email,Строительство и ремонт,не определена
397005e41e,other,Бытовая техника,не определена
80023b95ac,other,Электроника,не определена
9fb91262f8,other,Бытовая техника,не определена
f34a165ad2,other,Электроника,не определена
5b7c1e9769,email,Бытовая техника,не определена
5655da0e0b,other,Электроника,не определена
ef33021c36,context,не определена,не определена
b15321ea7c,other,Продукты,не определена
0d4f4664e0,context,Продукты,не определена
90ecb23d7c,other,Электроника,не определена
a2468d6c33,context,Электроника,не определена
a8660dcfae,context,Бытовая техника,не определена
8abc724d78,other,Бытовая техника,не определена
a7bfa5d0cc,context,Досуг,не определена
6e6293a54b,context,Досуг,не определена
2bfb139a80,other,Электроника,не определена
48b9ea8b65,other,Электроника,не определена
fb9acee964,None,Бытовая техника,не определена
69775511be,context,Досуг,не определена
95bf67fda9,other,Продукты,не определена
ca899d23dd,other,Бытовая техника,не определена
2de051e056,context,Электроника,не определена
0da9ca70fe,context,Продукты,не определена
fcc5bebc42,context,Бытовая техника,не определена
51f6ce88cc,other,Бытовая техника,не определена
74a55eee1d,other,Электроника,не определена
69475b45df,context,Бытовая техника,не определена
816800e62f,context,Бытовая техника,не определена
28ce699720,other,Бытовая техника,не определена
f0d57ef042,other,Электроника,не определена
39325a5a80,other,Досуг,не определена
c577b4b31e,other,Продукты,не определена
4038202869,other,Электроника,не определена
1405e18ffb,context,Досуг,не определена
c0cc01a6a4,other,Электроника,не определена
4cd8bde9ac,context,Продукты,не определена
f924cacd6d,other,Электроника,не определена
8c5eeb346a,context,Бытовая техника,не определена
853f7ea287,other,Продукты,не определена
3b1fb2ad3f,other,Электроника,не определена
8c45fdbf5a,other,Электроника,не определена
614aaf466d,other,Бытовая техника,не определена
a6a4ff39f8,other,Бытовая техника,не определена
55effa36e0,other,Продукты,не определена
51d4f4b9d5,other,Бытовая техника,не определена
694fdf8197,context,Электроника,не определена
33a4dbd193,other,Электроника,не определена
bc2b6ade51,other,Электроника,не определена
e371c40a07,context,Электроника,не определена
74d3a4830b,context,Продукты,не определена
be78adf037,other,Электроника,не определена
fceaddb1f5,other,Электроника,не определена
63f9ec63df,None,Бытовая техника,не определена
627fb82e41,other,Бытовая техника,не определена
a7091d1405,other,Бытовая техника,не определена
c74d0b4602,context,Электроника,не определена
a8c4da0681,other,Электроника,не определена
47ec449fbe,context,Строительство и ремонт,не определена
ee19ad0e7b,other,Бытовая техника,не определена
9b63ed579f,context,Строительство и ремонт,не определена
508e26d325,other,Электроника,не определена
9cdc26ff6c,other,Электроника,не определена
be8c8f1a63,context,Продукты,не определена
c59381af1d,other,Строительство и ремонт,не определена
bc40fc5c3b,other,Продукты,не определена
5bc256883c,other,Электроника,не определена
800ad1974f,other,Электроника,не определена
36b0b3a179,email,Бытовая техника,не определена
0ea0c758a5,other,Продукты,не определена
12764a8382,context,Строительство и ремонт,не определена
fbcb38042a,other,Бытовая техника,не определена
b3fe11defe,email,Продукты,не определена
1909ff3b18,context,Продукты,не определена
cc85b81371,other,Продукты,не определена
36d248e31c,context,Продукты,не определена
84b1b23768,context,Досуг,не определена
44174c696c,other,Продукты,не определена
640232cec2,context,Бытовая техника,не определена
2e8723f652,other,Продукты,не определена
2ffcf27605,other,Бытовая техника,не определена
94e132ac2a,other,Досуг,не определена
433af0c12b,other,Продукты,не определена
24c047fa51,other,Электроника,не определена
30fa49eb81,other,Бытовая техника,не определена
d9a640bee2,other,Электроника,не определена
147df43b96,context,Продукты,не определена
f84cfd5fdc,context,Бытовая техника,не определена
8684af0a5d,other,Досуг,не определена
bbec49524b,context,Электроника,не определена
e95d728116,other,Продукты,не определена
5392a9dd06,other,Строительство и ремонт,не определена
8c9c7efbdb,context,Бытовая техника,не определена
8e7cb8744a,other,Продукты,не определена
a41b59347a,other,не определена,не определена
c1a0da9976,other,Электроника,не определена
9e7126c1f7,other,Строительство и ремонт,не определена
49e9a83a56,context,Электроника,не определена
b3391af5f3,other,Бытовая техника,не определена
9c4d9e37b8,other,Электроника,не определена
1eee1b1995,other,Электроника,не определена
d61df629df,other,Продукты,не определена
f67f61db9e,other,Электроника,не определена
73d9a7f6d5,other,Продукты,не определена
5ebea046cd,other,Электроника,не определена
eb7ff574cc,context,Электроника,не определена
ccfa85981e,other,Бытовая техника,не определена
3def3c47e0,email,Электроника,не определена
56183e3be7,other,Продукты,не определена
5a8c6a6214,other,Досуг,не определена
9c6916078e,other,Бытовая техника,не определена
f99c733c58,other,Электроника,не определена
301db812db,other,Электроника,не определена
27be75d1bf,other,Электроника,не определена
ba38172577,context,Досуг,не определена
f0706bb95e,other,Продукты,не определена
ac317ed5da,other,Электроника,не определена
56ac42291c,other,Электроника,не определена
d2e5eece34,email,Бытовая техника,не определена
5e5398d531,context,Электроника,не определена
7c62be614e,other,Строительство и ремонт,не определена
8b2f2ce9f1,other,Электроника,не определена
8d726fa305,other,Бытовая техника,не определена
81ebf6e699,other,Электроника,не определена
2ffc0ac898,other,Продукты,не определена
3953e7d027,context,Электроника,не определена
abbaaeeec6,context,Товары для животных,не определена
b3347f9015,other,Электроника,не определена
5f4ccaec06,context,Электроника,не определена
61f09c8e23,other,Электроника,не определена
d4004b3288,other,Досуг,не определена
ccdb17354a,context,Продукты,не определена
2f15ed507f,other,Электроника,не определена
1165b9e353,email,Досуг,не определена
0a22ae5507,other,Электроника,не определена
e43e102688,other,Досуг,не определена
7e33fda510,other,Электроника,не определена
2da9fe5598,other,Электроника,не определена
bdec18f74e,context,Продукты,не определена
41a4f49b7f,other,Электроника,не определена
9df56d0753,email,Продукты,не определена
4dd6cf0dea,other,Строительство и ремонт,не определена
c86f800915,other,Бытовая техника,не определена
422ac66d5a,other,Электроника,не определена
7ff7a48697,other,Электроника,не определена
d8557c45f3,other,Продукты,не определена
04405bf835,other,Продукты,не определена
987dc6321c,other,Электроника,не определена
48a32ff3cc,context,Электроника,не определена
deba35d5a8,other,Бытовая техника,не определена
42ec6aa3cb,other,Продукты,не определена
3f93050f90,other,Досуг,не определена
8a0c7e0dfc,context,Товары для животных,не определена
73aa62d288,other,Электроника,не определена
3e75e9c62e,other,Электроника,не определена
c9ca4f00dd,email,Продукты,не определена
72d11d2013,context,Бытовая техника,не определена
991072196d,context,Бытовая техника,не определена
092337723c,other,Электроника,не определена
642295148f,other,Электроника,не определена
e8dcb49bc2,other,Досуг,не определена
b97069ed8f,other,Бытовая техника,не определена
f127ee3e08,other,Бытовая техника,не определена
78c61cf048,other,Электроника,не определена
28ed9a2680,context,Товары для животных,не определена
547434b3fc,context,Строительство и ремонт,не определена
ec0d778ca8,other,Электроника,не определена
0680efd24d,context,Электроника,не определена
8c6a576009,other,Бытовая техника,не определена
26daa6bcff,email,Товары для животных,не определена
63eea77eac,other,Досуг,не определена
a771274455,context,Строительство и ремонт,не определена
c92680024a,context,Досуг,не определена
0f359c5def,context,Электроника,не определена
81b86551e0,other,Товары для животных,не определена
b694d9fb7e,context,не определена,не определена
34abde015c,other,Бытовая техника,не определена
2feeed4e90,context,Электроника,не определена
e50f766aee,other,Электроника,не определена
773030b2e2,context,Бытовая техника,не определена
a760d2ebe8,other,Электроника,не определена
b45d0d2b02,other,Электроника,не определена
61c29f2324,other,Электроника,не определена
da177dee2e,email,Досуг,не определена
e2389b2f7d,context,Электроника,не определена
9443ea597f,other,Строительство и ремонт,не определена
c9d93ee37c,context,Продукты,Электроника
122eafaf38,other,Продукты,не определена
609c12b911,other,Продукты,не определена
9b2ff5eba6,other,Бытовая техника,не определена
ae7b2f668e,context,Продукты,не определена
282ee749cd,other,Продукты,не определена
4b1bc949e6,other,Продукты,не определена
a5669f7711,email,Товары для животных,не определена
ca20e247ce,other,Продукты,не определена
f88b4269c5,context,Товары для животных,не определена
8afd34ea5d,email,Электроника,не определена
0b964583be,other,Продукты,не определена
2419ce61b8,other,Досуг,не определена
4dd2890bda,context,Электроника,не определена
2e74cb6a8a,other,Электроника,не определена
db51313879,other,Продукты,не определена
c31aa4037a,context,не определена,не определена
ffde2d54b0,other,Электроника,не определена
23b5af6334,other,не определена,не определена
ba076e04d6,other,Электроника,не определена
1a9515473a,other,Товары для животных,не определена
2571da9158,other,Строительство и ремонт,не определена
a546b7ee7c,other,Досуг,не определена
a677351888,context,Электроника,не определена
64bcd9b25a,other,Строительство и ремонт,не определена
b2d09e3401,email,Бытовая техника,не определена
0a96362e4d,other,Бытовая техника,не определена
854a5623f0,other,Продукты,не определена
da4df206c2,context,Строительство и ремонт,не определена
f744545cc3,context,Бытовая техника,не определена
7af958b044,other,Товары для животных,не определена
3ea58635a3,context,Электроника,не определена
3258e62b94,email,Электроника,не определена
262f3fc8b5,other,Электроника,не определена
18e33e0244,email,Электроника,не определена
5f58fedc8c,other,Строительство и ремонт,не определена
1c29031015,other,Бытовая техника,не определена
c4925e020b,other,Электроника,не определена
fb8c4d7204,other,Бытовая техника,не определена
eb986e44ed,email,Электроника,не определена
5f8e41e9fe,other,Бытовая техника,не определена
932ddf4781,context,Досуг,не определена
7675997d49,context,Досуг,не определена
5987dcf8a4,other,Бытовая техника,не определена
89df00704c,context,Строительство и ремонт,не определена
c2d2d8ac77,other,Бытовая техника,не определена
c9c47cbb3e,email,Досуг,не определена
dc5e2c99dd,other,Электроника,не определена
f5ec9a5cd3,other,Досуг,не определена
e6d9f9266d,other,Продукты,не определена
9cefeea76d,context,Бытовая техника,не определена
2462308ce7,other,Продукты,не определена
e65eedc757,context,Электроника,не определена
52b1d2a63f,other,Продукты,не определена
76802021e9,context,Электроника,не определена
ed97be25e8,other,Электроника,не определена
a7e81df232,context,Досуг,не определена
1aa5be530e,other,Продукты,не определена
28f52a3a57,email,Электроника,не определена
05cbde31c9,context,Бытовая техника,не определена
63999d7c25,other,Электроника,не определена
367da43c26,context,Электроника,не определена
95161a6ab0,other,Электроника,не определена
706501f197,other,Бытовая техника,не определена
151f96dc65,context,Строительство и ремонт,не определена
65b8c9a2a4,other,Строительство и ремонт,не определена
ce57bf3770,email,Бытовая техника,не определена
69d7a3a6b7,other,Электроника,не определена
cf829e6d27,other,Электроника,не определена
64d25949ee,context,Электроника,не определена
8e8f91533b,context,Продукты,не определена
301f91129f,context,Бытовая техника,не определена
8a4fbf45b2,other,Товары для животных,не определена
0e9416d487,other,Продукты,не определена
bfd49a9403,other,Продукты,не определена
4f7a7b927c,other,Электроника,не определена
a684d11d7f,other,Продукты,не определена
6fb5f6efb3,other,Продукты,не определена
ed32992735,other,Электроника,не определена
9a1538d1d4,other,Бытовая техника,не определена
5331a15167,email,Продукты,не определена
597f7b8898,context,Продукты,не определена
9212be1064,other,Продукты,не определена
e0205c7f6f,other,Продукты,не определена
fc4b00bcd2,other,Досуг,не определена
c3e109ab54,context,Продукты,не определена
93564b2f07,context,Электроника,не определена
0c26f6807b,other,Бытовая техника,не определена
a9fd3b61ee,other,Бытовая техника,не определена
3f17e0ae70,other,Электроника,не определена
5574f1d3f7,other,Электроника,не определена
6c1e59bd4c,other,Бытовая техника,не определена
ed11062209,context,Досуг,не определена
d829f42876,other,Досуг,не определена
d2c684f09e,other,Электроника,не определена
4a96c9c66a,email,Электроника,не определена
547434b3fc,other,Строительство и ремонт,не определена
190a767c80,context,Электроника,не определена
1a95786640,other,Продукты,не определена
d1d24d5736,other,Строительство и ремонт,не определена
a10da0093b,email,Продукты,не определена
562ec95cde,email,Досуг,не определена
b5e2f0a283,other,Продукты,не определена
30aa6019ee,context,Строительство и ремонт,не определена
06c037d78b,context,Электроника,не определена
3880135278,other,Электроника,не определена
f76845f07c,other,Электроника,не определена
a3c460b857,context,Продукты,не определена
16fc636b92,context,Электроника,не определена
a9e50fec42,other,Электроника,не определена
df5cf7f69a,other,Бытовая техника,не определена
dd3f58cee5,other,Досуг,не определена
b8921f73af,context,Электроника,не определена
9ecb0bed11,other,Электроника,не определена
c3480b2a94,other,Товары для животных,не определена
03da4195d5,context,Электроника,не определена
b1c4466083,other,Продукты,не определена
415f8fd5c6,None,Товары для животных,не определена
de56717d46,other,Электроника,не определена
a1be8a38bc,other,Электроника,не определена
3f3161ecf3,other,Электроника,не определена
5227f15c20,other,Электроника,не определена
1548dbc533,other,Продукты,не определена
771c115971,other,Строительство и ремонт,не определена
cf893f680f,other,Электроника,не определена
47f4301c42,context,Строительство и ремонт,не определена
e95d23f9ae,other,Строительство и ремонт,не определена
d1d6f9b416,other,Электроника,не определена
6a5f9e79e6,other,Электроника,не определена
2fe04b4c3a,other,Продукты,не определена
6cd9581955,other,Досуг,Электроника
73521732bf,email,Продукты,не определена
c80ea6d678,other,Строительство и ремонт,не определена
68d3f7a732,context,Бытовая техника,не определена
a60013a070,context,Бытовая техника,не определена
354d5aefc8,other,Продукты,не определена
ae939da2e6,other,Продукты,не определена
efc11b447d,context,Продукты,не определена
f91ea585fa,None,Продукты,не определена
654fd1a3d4,other,Бытовая техника,не определена
2be1d9f2dd,other,Электроника,не определена
eed9621d35,email,Электроника,не определена
5da0bbd1a2,other,Продукты,не определена
b49e94e319,other,Бытовая техника,не определена
c1e9992871,other,Бытовая техника,не определена
cdb8ff1123,other,Строительство и ремонт,не определена
fc1f885b61,context,Продукты,не определена
540494af82,other,Электроника,не определена
84a6137053,other,не определена,не определена
5eb0e70d8a,other,Электроника,не определена
616be967a6,context,Товары для животных,не определена
74d4880314,other,Досуг,не определена
4cac4d415e,context,Строительство и ремонт,не определена
38c3ba4023,other,Электроника,не определена
4b58237c1c,other,Электроника,не определена
64f7b50d91,context,Продукты,не определена
40a0c7e9fd,context,Бытовая техника,не определена
62f6430779,other,Продукты,не определена
3df04d540a,context,Бытовая техника,не определена
28e6a3401e,context,Бытовая техника,не определена
97e4995f30,other,Строительство и ремонт,не определена
c7a0815ba6,other,Бытовая техника,не определена
3a120dff00,other,Продукты,не определена
2d3c9b5eaf,other,Товары для животных,не определена
dec8283dc2,other,Электроника,не определена
e3b7d0ac95,other,Электроника,не определена
b693664c57,other,Продукты,не определена
5ac7f7df8b,email,Бытовая техника,не определена
be1e79ee76,other,Электроника,не определена
f7075c9aa0,context,Досуг,не определена
62b23ee4ec,context,Электроника,не определена
b401bb84c5,email,Электроника,не определена
6e474050be,other,Бытовая техника,не определена
e13c44fa95,other,Продукты,не определена
7e647f1627,context,Досуг,не определена
ba15a9c30d,other,Досуг,не определена
5f7338c6d2,context,Электроника,не определена
b8ec83addc,other,Электроника,не определена
2b3d1447aa,other,Строительство и ремонт,не определена
90055fc6ca,email,Электроника,не определена
8699d6bfa4,other,Досуг,не определена
15626f0e4b,context,Электроника,не определена
5b7a18599d,context,Продукты,не определена
73c4b254fd,other,Строительство и ремонт,не определена
d589dd0c64,other,Строительство и ремонт,не определена
27c802ea37,other,Электроника,не определена
0c2c604426,context,Электроника,не определена
b2472945fb,email,Электроника,не определена
a8d0360a31,other,Бытовая техника,не определена
4a6d6258da,None,Электроника,не определена
2942d52d8f,email,Продукты,не определена
77f350285d,email,Электроника,не определена
f848112c51,other,Строительство и ремонт,не определена
b323f423ad,other,Бытовая техника,не определена
54d4e81534,other,Электроника,не определена
045b8e93fb,other,Товары для животных,не определена
bb933961ba,other,Электроника,не определена
8acfca3a2c,other,Строительство и ремонт,не определена
b41d5a7e8b,other,Продукты,не определена
bccd9951e1,context,Продукты,не определена
adf6dc7f13,other,Продукты,не определена
9d619cb825,other,Товары для животных,не определена
1f75239f09,other,Электроника,не определена
6c13c61421,context,Бытовая техника,не определена
c85703bb83,other,Электроника,не определена
8f7e0e382c,email,Электроника,не определена
96ea47dccc,context,Продукты,не определена
bb6bc25682,context,Бытовая техника,не определена
31f083b890,other,Электроника,не определена
96f1cdc32a,context,Электроника,не определена
a6064a81b0,context,Бытовая техника,не определена
69368a4512,other,Досуг,не определена
a39eeffc02,other,Электроника,не определена
9e431b36b4,context,Строительство и ремонт,не определена
1af6b519ef,None,Бытовая техника,не определена
73e1fe10eb,context,Электроника,не определена
463ba5e7a4,context,Бытовая техника,не определена
12a4a922a1,other,Продукты,не определена
c3507551c1,context,Бытовая техника,не определена
d51526e303,context,Строительство и ремонт,не определена
ff0f3a4f31,other,Бытовая техника,не определена
a14266b0c8,other,Электроника,не определена
ed9a053f22,context,Строительство и ремонт,не определена
7c410bc984,other,Продукты,не определена
43d3eef688,other,Продукты,не определена
2863b7f7a8,other,Электроника,не определена
c6cf274c7c,other,Бытовая техника,не определена
19a6b109c1,other,Электроника,не определена
032bed90db,context,Продукты,не определена
bd5d165524,other,Электроника,не определена
087deeada3,other,Электроника,не определена
be4e078bfe,other,Бытовая техника,не определена
e9c183b31b,email,Электроника,не определена
d623033e42,other,Электроника,не определена
b2eae573f9,other,Электроника,не определена
0f70a51e4f,other,Электроника,не определена
cab50d2e67,other,не определена,не определена
cce8f9f201,other,Досуг,не определена
4ec1430612,other,Бытовая техника,не определена
ddeffbfe0d,other,Продукты,не определена
0e880d4c80,other,Досуг,не определена
fe8d2e419e,other,Электроника,не определена
fb049b9b00,other,Электроника,не определена
22559638aa,other,Продукты,не определена
5c8b3f960b,other,Строительство и ремонт,не определена
ab3b5c58c4,other,Досуг,не определена
2ba40c1c01,other,Строительство и ремонт,не определена
4823c187c8,other,Электроника,не определена
41f6d99050,other,Строительство и ремонт,не определена
c60a01a400,other,Бытовая техника,не определена
4068465b5c,other,Электроника,не определена
644c0e1db3,other,Бытовая техника,не определена
0cc20b0e94,other,Продукты,не определена
87c1c7daed,email,Электроника,не определена
9b8a4ed047,other,Продукты,не определена
2f7aabdc85,other,Продукты,не определена
804500fb95,context,Бытовая техника,не определена
12999dcd9a,context,Товары для животных,не определена
c07439237e,other,Электроника,не определена
3e591c3ffc,context,Бытовая техника,не определена
7ffdf9d121,other,Товары для животных,не определена
bae8553cf5,other,Электроника,не определена
c612258cb7,other,Строительство и ремонт,не определена
4dfa3cdd1c,context,Бытовая техника,не определена
92c228eb3e,other,Бытовая техника,не определена
6c0e66a66f,other,Бытовая техника,не определена
49d3c0fa39,email,Товары для животных,не определена
0bb0401efe,other,Электроника,не определена
f5d17124c3,context,Досуг,не определена
2face57c42,other,Досуг,не определена
f2ed578b12,other,Бытовая техника,не определена
02d90d34aa,other,Продукты,не определена
1d174a41a8,context,Электроника,не определена
75f5d0d207,context,Досуг,не определена
e992cb1fc7,other,Электроника,не определена
20de5fe407,context,Электроника,не определена
019d3a0a03,other,Бытовая техника,не определена
b23d63fafa,other,Электроника,не определена
b38932bf38,other,Досуг,не определена
1035729344,other,Досуг,не определена
231bac1fca,other,Электроника,не определена
2f45092650,other,Электроника,не определена
61fc9f74de,other,Электроника,не определена
c438a203ed,context,Продукты,не определена
e1738778ac,other,Электроника,не определена
901b681a19,other,Досуг,не определена
0506ed808c,other,Продукты,не определена
70a3a8f1c0,other,Бытовая техника,не определена
657e2d9e43,context,Бытовая техника,не определена
2518ee608a,other,Досуг,не определена
b602da8f4f,other,Бытовая техника,не определена
d01030d1b8,context,Продукты,не определена
1460f00675,other,Бытовая техника,не определена
02e9d12fa3,context,Продукты,не определена
c8eb6dcf2f,other,Электроника,не определена
1f6a93cfd0,other,Товары для животных,не определена
779cec4e6f,context,Строительство и ремонт,не определена
5c02b413ca,other,Электроника,не определена
bd0bfb6081,other,Досуг,не определена
7cae20cdba,context,не определена,не определена
964f77abb9,other,Товары для животных,не определена
ce09a96893,other,Электроника,не определена
824d7dc1da,other,Электроника,не определена
7acbdd5863,other,Электроника,не определена
14375d7acf,other,Досуг,не определена
183f8294db,context,Электроника,не определена
75fa561c87,context,Бытовая техника,не определена
735284e60a,other,Электроника,Бытовая техника
ebbf18454c,other,Продукты,не определена
f0786e4328,context,Продукты,не определена
98d1b06887,other,Бытовая техника,не определена
f65310cc74,other,Электроника,не определена
33998afd1c,other,Бытовая техника,не определена
ffba436cd9,other,Продукты,не определена
ea0d8049e3,context,Бытовая техника,не определена
5e6cfdbc1c,other,Электроника,не определена
73cbbc4961,other,Электроника,не определена
d3ff27f68f,other,Электроника,не определена
08b19ca06d,other,Строительство и ремонт,не определена
44e0dc31ce,context,Товары для животных,не определена
176742fa25,email,Досуг,не определена
a4efe5d448,context,Товары для животных,не определена
4d3c6aadf5,other,Товары для животных,не определена
dfa1420acf,context,Бытовая техника,не определена
a39b67bf03,context,Электроника,не определена
